1,0
2,1
3,0
4,1
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,0
33,0
34,1
35,0
36,0
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,0
61,1
62,1
63,0
64,1
65,0
66,0
67,0
68,0
69,0
70,0
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,0
79,0
80,1
81,0
82,0
83,1
84,1
85,1
86,0
87,0
88,1
89,0
90,1
91,0
92,0
93,0
94,1
95,0
96,1
97,0
98,1
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,0
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,1
117,1
118,0
119,0
120,1
121,1
122,1
123,0
124,0
125,1
126,1
127,0
128,0
129,0
130,1
131,1
132,0
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,1
143,1
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,0
153,1
154,0
155,0
156,1
157,0
158,0
159,1
160,1
161,1
162,1
163,0
164,1
165,0
166,0
167,1
168,0
169,1
170,0
171,1
172,0
173,0
174,1
175,0
176,1
177,1
178,1
179,1
180,0
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,1
202,0
203,1
204,0
205,1
206,1
207,0
208,1
209,1
210,0
211,1
212,0
213,0
214,0
215,1
216,1
217,1
218,0
219,0
220,0
221,0
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,0
231,1
232,1
233,1
234,0
235,0
236,0
237,1
238,0
239,1
240,1
241,0
242,1
243,0
244,1
245,0
246,0
247,1
248,1
249,1
250,1
251,0
252,1
253,1
254,0
255,0
256,0
257,1
258,1
259,1
260,0
261,1
262,1
263,0
264,0
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,0
273,1
274,0
275,1
276,0
277,0
278,0
279,1
280,0
281,0
282,1
283,1
284,1
285,1
286,0
287,1
288,1
289,0
290,1
291,1
292,1
293,1
294,0
295,0
296,0
297,1
298,1
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,0
311,1
312,0
313,0
314,0
315,0
316,1
317,0
318,1
319,0
320,1
321,0
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,0
330,0
331,0
332,0
333,1
334,1
335,0
336,1
337,1
338,0
339,1
340,0
341,0
342,0
343,1
344,1
345,0
346,1
347,0
348,1
349,1
350,1
351,0
352,1
353,0
354,0
355,1
356,1
357,1
358,1
359,0
360,0
361,0
362,1
363,1
364,1
365,1
366,0
367,0
368,0
369,1
370,0
371,1
372,1
373,1
374,0
375,0
376,1
377,1
378,1
379,0
380,1
381,0
382,1
383,1
384,1
385,1
386,0
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,0
404,1
405,0
406,1
407,1
408,1
409,1
410,1
411,1
412,0
413,1
414,1
415,1
416,0
417,1
418,0
419,1
420,1
421,0
